antibody,Target Name,Target Uniprot ID,Pan or P-Site,mean Normalized Sham,mean Normalized Sham Apo,mean Normalized Smoke Treated,mean Normalized Smoke Treated Apocynin,error Normalized Sham,error Normalized Sham Apo,error Normalized Smoke Treated,error Normalized Smoke Treated Apocynin,log2fc Sham vs. Sham Apo,log2fc Sham vs. Smoke Treated,log2fc Smoke Treated vs. Smoke Treated Apocynin,pval Sham vs. Sham Apo,pval Sham vs. Smoke Treated,pval Smoke Treated vs. Smoke Treated Apocynin,significant Sham vs. Sham Apo,significant Sham vs. Smoke Treated,significant Smoke Treated vs. Smoke Treated Apocynin
NN281-3,HRAS,P01112,Pan-specific,5915.166666666667,4339.166666666667,5338.666666666667,6846.333333333333,0.1254684286157054,0.108046859996159,0.1374250749250749,0.31927877046918873,-0.4470008178458401,-0.14793934528745845,0.3588520623422421,0.005421116692540712,0.2879928504890675,0.23577328681360313,0.0,0.0,0.0
PN755,HRAS,P01112,Y157,5702.0,5540.166666666667,6687.0,5118.833333333333,0.2544721150473518,0.10310560251897759,0.17825631822940033,0.1989602665537937,-0.04153866127636771,0.22989107804295583,-0.38554408365760573,0.8436010708371036,0.32044227979460976,0.07850687705762968,0.0,0.0,0.0
PN862,KRAS (K-Ras; KRAS2; RASK2),P01116,S181,3256.1666666666665,2480.5,2899.0,3880.3333333333335,0.12738223200423132,0.21662299267620777,0.055651374037024255,0.3645448558256736,-0.39254358850983695,-0.16761921234111815,0.4206252565623202,0.061303345871435606,0.18159431044873753,0.20956602323993836,0.0,0.0,0.0
sc-146,TGFβ1,P01137,Pan-specific,875.6666666666666,2171.5,4188.333333333333,1316.0,0.24933384088313668,0.3745490828152582,0.4586815227483751,0.40096251266464034,1.3102382530414172,2.2579225656343858,-1.67021677631162,0.02005667604107565,0.016159769872067298,0.026363282560420507,1.0,1.0,1.0
PN963,LMNA,P02545,S301,1010.8333333333334,1126.1666666666667,872.1666666666666,2535.0,0.3225611431712009,0.3278081989048394,0.13013567743168356,0.26982248520710056,0.15587520977397978,-0.2128693863931577,1.539309988997144,0.6793118898633435,0.5364105716573683,0.004529963860463556,0.0,0.0,1.0
PN964,LMNA,P02545,S390+pS392,5167.166666666667,3658.1666666666665,3867.3333333333335,3557.6666666666665,0.22015073810061392,0.08205385211171352,0.14813537895765097,0.12352040975670697,-0.49825261255562137,-0.4180342999570167,-0.12040777406700688,0.04151705098775267,0.07495092976037766,0.4230613584794448,0.0,0.0,0.0
PN965,LMNA,P02545,S458,9697.5,10477.0,14270.333333333334,10025.166666666666,0.568359542837501,0.2669657344659731,0.18929714325757396,0.36576283021063655,0.111540896662648,0.5573342585049972,-0.5093928129385382,0.8084993148015023,0.18981752284986342,0.11123888331520444,0.0,0.0,0.0
PN966,LMNA,P02545,T19+S22,7242.166666666667,7862.0,11464.666666666666,10568.166666666666,0.2937580067352465,0.37556177393368945,0.1042914461824737,0.27858295615238643,0.11847498528999204,0.6627011258183175,-0.1174692853137058,0.732778411741415,0.008982351184457987,0.6086318851489614,0.0,0.0,0.0
PN968,MBP,P02686,Y203,10513.0,6708.0,7989.166666666667,7052.0,0.15808998382954437,0.15364738620552573,0.17863773860436005,0.18878805067120438,-0.6482198229094198,-0.396057485325149,-0.18001255182843567,0.00651431198045885,0.056190810052518636,0.3829857635444066,0.0,0.0,0.0
PN705,HMGCR,P04035,S872,8391.333333333334,7040.666666666667,10219.5,8589.833333333334,0.18981224014194542,0.16878136540100366,0.12994764910220657,0.269291216360426,-0.25318802336216534,0.2843526428820932,-0.25062256814970213,0.21568311566239703,0.12173009066482446,0.2418133601494449,0.0,0.0,0.0
610151,c-Raf,P04049,Pan-specific,1174.3333333333333,1531.6666666666667,398.6666666666667,2313.8333333333335,0.4999526918346107,0.40369967355821545,0.30852842809364545,0.3481236044082691,0.7317590017842612,0.7027949499969983,-0.029048384913541538,0.4800949395661599,0.4121325307253857,0.342165492103753,1.0,0.0,0.0
NK155-2,Raf1,P04049,Pan-specific,350.3333333333333,655.1666666666666,414.3333333333333,546.5,0.61465271170314,0.2709234291528873,0.34647358541163853,0.3232692894175053,0.7317590017842612,0.7027949499969983,-0.029048384913541538,0.4800949395661599,0.4121325307253857,0.342165492103753,1.0,0.0,0.0
NK155-5,Raf1 (c-Raf; RafC),P04049,Pan-specific,1754.3333333333333,1755.0,1735.5,2629.6666666666665,0.19513585407562228,0.15726495726495726,0.12148276193220013,0.360924494021211,0.7317590017842612,0.7027949499969983,-0.029048384913541538,0.4800949395661599,0.4121325307253857,0.342165492103753,1.0,0.0,0.0
NK155-7,Raf1 (c-Raf; RafC),P04049,Pan-specific,2201.5,2209.1666666666665,3148.0,3719.8333333333335,0.18063441592853358,0.19821451024770523,0.1416772554002541,0.5220066609913825,0.7317590017842612,0.7027949499969983,-0.029048384913541538,0.4800949395661599,0.4121325307253857,0.342165492103753,1.0,0.0,0.0
NK155-8,Raf1 (c-Raf; RafC),P04049,Pan-specific,263.1666666666667,682.3333333333334,907.5,935.8333333333334,0.3791429174583069,0.9576616186288877,0.5823691460055097,0.28299198575244877,0.7317590017842612,0.7027949499969983,-0.029048384913541538,0.4800949395661599,0.4121325307253857,0.342165492103753,1.0,0.0,0.0
sc-227,Raf1 (c-Raf; RafC),P04049,Pan-specific,722.5,2254.3333333333335,985.5,946.0,0.26851211072664355,0.3869091626004238,0.6005411804498563,0.33051444679351655,0.7317590017842612,0.7027949499969983,-0.029048384913541538,0.4800949395661599,0.4121325307253857,0.342165492103753,1.0,0.0,0.0
sc-376142,Raf1 (c-Raf; RafC),P04049,Pan-specific,1258.0,2478.5,7023.333333333333,2425.3333333333335,0.3624801271860096,0.17988030394727994,0.49337130200917584,0.4715044896463258,0.7317590017842612,0.7027949499969983,-0.029048384913541538,0.4800949395661599,0.4121325307253857,0.342165492103753,1.0,0.0,0.0
sc-7198,Raf1 (c-Raf; RafC),P04049,Pan-specific,968.1666666666666,2646.6666666666665,667.1666666666666,2089.3333333333335,0.31623343088311245,0.6486985726280436,0.510450495461737,0.5480748776855987,0.7317590017842612,0.7027949499969983,-0.029048384913541538,0.4800949395661599,0.4121325307253857,0.342165492103753,1.0,0.0,0.0
PK790,Raf1 (c-Raf; RafC),P04049,S259,1689.5,5546.0,5193.5,4203.833333333333,0.14974844628588338,0.48178867652362073,0.31038798498122655,0.5322523094001507,1.7148512658756772,1.6201107759052673,-0.3050016535721346,0.03744256331631176,0.007259892937344403,0.5148789173979951,1.0,1.0,0.0
PK791,Raf1 (c-Raf; RafC),P04049,S296,1329.6666666666667,2790.1666666666665,1680.5,3627.1666666666665,0.1341188267736275,0.26659100412161757,0.3803431518397302,0.1083183997304293,1.0692866792759521,0.33782591994199457,1.1099524953695104,0.006862171132608584,0.33445778312113383,0.000830409159277233,1.0,0.0,1.0
PK792,Raf1 (c-Raf; RafC),P04049,S301+T303,1831.6666666666667,2280.1666666666665,1431.3333333333333,3029.1666666666665,0.19181073703366694,0.3320663694174402,0.11620866325104799,0.4585052728106373,0.3159823002461239,-0.35579728997782045,1.081561267835546,0.32037041555251894,0.09049936923732729,0.08696198413323036,0.0,0.0,0.0
PK913,Raf1 (c-Raf; RafC),P04049,S338,6411.833333333333,5941.666666666667,7364.5,6806.666666666667,0.19881642449290804,0.10928471248246842,0.1019304320275194,0.19789422135161605,-0.10986925429861881,0.1998506541655322,-0.11363911891760003,0.550633206188347,0.2642980762550654,0.5632884167619767,0.0,0.0,0.0
PK914,Raf1 (c-Raf; RafC),P04049,Y340+Y341,3230.0,6468.5,6456.666666666667,4339.333333333333,0.08534571723426214,0.4769266445080003,0.3042505592841163,0.34083576586265174,1.0018970351725975,0.9992553831881726,-0.5733161346017212,0.08182872776171195,0.01806929324209137,0.10434808575880006,0.0,0.0,0.0
PN503,ANXA1,P04083,Y207,2652.5,3003.3333333333335,2158.1666666666665,2119.5,0.1301288092994031,0.32671106178320386,0.1313872371096867,0.18746559723205158,0.21038629301403455,0.21362134074325548,-0.35366119934782886,0.5025051573064001,0.043325220270150025,0.45082580169946995,0.0,0.0,0.0
PN551,ANXA1,P04083,Y207,6123.666666666667,7239.833333333333,10120.333333333334,6311.333333333333,0.36131221308947076,0.14781647827988675,0.16155594348012253,0.31134467096229007,0.21038629301403455,0.21362134074325548,-0.35366119934782886,0.5025051573064001,0.043325220270150025,0.45082580169946995,0.0,0.0,0.0
PN601,GR,P04150,S226,2944.8333333333335,2439.8333333333335,2224.8333333333335,5387.833333333333,0.12592676438960893,0.21331147391670655,0.2402427148100981,0.44715975294129784,-0.27140338548772186,-0.4044887201797836,1.2760079583274904,0.16317673407918043,0.052273164258785094,0.04297492093179832,0.0,0.0,1.0
AP7629a,ErbB2 (Neu; HER2),P04626,Pan-specific,2297.6666666666665,1140.0,1744.6666666666667,646.1666666666666,0.2604091106920064,0.1596491228070175,0.38020634314100116,0.4517238414581722,0.01851088640028862,0.16813738164875316,-0.11784218384059857,0.1982286906290151,0.03788884292778799,0.34419308892151207,0.0,0.0,1.0
AP7629b,ErbB2 (Neu; HER2),P04626,Pan-specific,1311.0,1041.5,823.0,788.0,0.14950419527078565,0.41766682669227073,0.2823005265289591,0.06514382402707275,0.01851088640028862,0.16813738164875316,-0.11784218384059857,0.1982286906290151,0.03788884292778799,0.34419308892151207,0.0,0.0,1.0
DB049,ErbB2 (Neu; HER2),P04626,Pan-specific,1201.3333333333333,1774.3333333333333,2108.5,1026.0,0.20135035146133928,0.294633352119732,0.37277685558453877,0.14035087719298245,0.01851088640028862,0.16813738164875316,-0.11784218384059857,0.1982286906290151,0.03788884292778799,0.34419308892151207,0.0,0.0,1.0
NK054-4,"ErbB2 (HER2, Neu)",P04626,Pan-specific,2192.3333333333335,3094.5,3497.3333333333335,3414.6666666666665,0.15437636206983935,0.34151990089944534,0.2529546321006481,0.19712351945854487,0.01851088640028862,0.16813738164875316,-0.11784218384059857,0.1982286906290151,0.03788884292778799,0.34419308892151207,0.0,0.0,1.0
NK054-6,"ErbB2 (HER2, Neu)",P04626,Pan-specific,2375.3333333333335,1691.8333333333333,1806.8333333333333,4312.0,0.17779960707269152,0.1866811151610679,0.17738216031731388,0.04398577612863327,0.01851088640028862,0.16813738164875316,-0.11784218384059857,0.1982286906290151,0.03788884292778799,0.34419308892151207,0.0,0.0,1.0
NK054-7,ErbB2 (Neu; HER2),P04626,Pan-specific,1271.5,1036.0,1703.1666666666667,1042.8333333333333,0.14484205007209336,0.2380952380952381,0.09560622370094919,0.23605561770816685,0.01851088640028862,0.16813738164875316,-0.11784218384059857,0.1982286906290151,0.03788884292778799,0.34419308892151207,0.0,0.0,1.0
PK613,"ErbB2 (HER2, Neu)",P04626,Y1248,5529.5,5575.333333333333,3460.6666666666665,9340.166666666666,0.14603490369834524,0.1857387699788752,0.11580941372888975,0.19640382339120768,0.011909030274462457,-0.6760990449644066,1.432398306719518,0.9557191319017041,0.003354429572599005,0.0017604284437021534,0.0,0.0,1.0
PK614,"ErbB2 (HER2, Neu)",P04626,Y735,3158.1666666666665,4562.166666666667,6723.666666666667,3810.1666666666665,0.36431122134853205,0.24180762064808384,0.2863351676499265,0.2739454383739411,0.5306318437627735,1.0901608942291783,-0.8193940967609379,0.10365534693560115,0.013690578676650569,0.03194374806753849,0.0,1.0,0.0
PK837,TrkA (NGFR; NTRK1),P04629,Y680+Y681,5587.333333333333,5079.666666666667,7398.666666666667,11377.333333333334,0.2772143340094659,0.20401601154931423,0.04319096533910014,0.43226297902261807,-0.13742606338244007,0.4051054100228809,0.6208252450266846,0.7255427389066189,0.265875323611849,0.18692920833745783,0.0,0.0,0.0
KAM-CC242,TP73 (p73),P04637,Pan-specific,4677.0,3349.3333333333335,5076.0,2831.1666666666665,0.12529399187513365,0.07454219745222929,0.042159180457052796,0.23378662114165735,0.3126733825533771,0.010428348755074071,-0.08111720080497764,0.11814699765309318,0.2054847396558949,0.33127203748576556,0.0,0.0,0.0
NN082-2,p53 (TP53),P04637,Pan-specific,5259.833333333333,7198.833333333333,2974.0,3038.6666666666665,0.3345057405705716,0.3099807839233209,0.6009863259358889,0.18407196138657309,0.3126733825533771,0.010428348755074071,-0.08111720080497764,0.11814699765309318,0.2054847396558949,0.33127203748576556,0.0,0.0,0.0
NN082-3,TP53 (p53),P04637,Pan-specific,349.3333333333333,788.8333333333334,490.3333333333333,529.1666666666666,0.08524173027989822,0.10451440242270583,0.4495807840471335,0.11947506561679788,0.3126733825533771,0.010428348755074071,-0.08111720080497764,0.11814699765309318,0.2054847396558949,0.33127203748576556,0.0,0.0,0.0
sc-126,TP53 (p53),P04637,Pan-specific,817.6666666666666,1598.3333333333333,1361.6666666666667,2018.5,0.1584454409566517,0.34250955856795273,0.14524683802529575,0.18140533399388983,0.3126733825533771,0.010428348755074071,-0.08111720080497764,0.11814699765309318,0.2054847396558949,0.33127203748576556,0.0,0.0,0.0
PN859,TP53 (p53),P04637,S15,7375.833333333333,10781.166666666666,14354.166666666666,4151.833333333333,0.5726509245659624,0.36893554088662844,0.38900435413642964,0.230045629106285,0.5476353438150475,0.9605916154417646,-1.7896491411003428,0.27252786020062897,0.08316932310272931,0.016142763966057287,0.0,0.0,1.0
PN640,p53 (TP53),P04637,S392,45279.0,27414.333333333332,25464.0,21693.0,0.12188873429183505,0.33745121165327147,0.5401874541836842,0.20061771078228,-0.7239117058334,-0.830383034091894,-0.23122947999210106,0.015474840037472947,0.04670130183813005,0.6453338588416982,0.0,0.0,0.0
PN637,p53 (TP53),P04637,S6+S9,18443.333333333332,15420.666666666666,15108.0,22208.5,0.3131272968251099,0.23789863530903696,0.42957373576912894,0.16813382263547738,-0.25823428582846164,-0.28778673416885775,0.5557992651989766,0.40366036716145004,0.45252978916771835,0.0861579074862455,0.0,0.0,0.0
PN638,p53 (TP53),P04637,T18+S20,10035.0,14121.833333333334,17076.5,8255.0,0.2947683109118087,0.32206630395014807,0.28824212611874017,0.13111245709670905,0.4928867785101422,0.7669716937336518,-1.048672190183011,0.1789799773454724,0.05366318184542871,0.021212708303169202,0.0,0.0,1.0
NN152-2,HSP27 (HSP28; HSPB1),P04792,Pan-specific,4705.333333333333,4914.833333333333,3578.0,2892.0,0.535798620950222,0.39502865475261967,0.17179057201416062,0.2971415398801291,0.06284556483969739,-0.3951435420066596,-0.30708583510079046,0.9284294756355134,0.6163224516154217,0.338385838558815,0.0,0.0,0.0
SPA-525,HSP27 (HSP28; HSPB1),P04792,S15,787.0,1145.6666666666667,816.1666666666666,727.3333333333334,0.49004659042778487,0.324604790999903,0.3412293240759649,0.08203483043079741,0.15039493247496397,-0.17963614284029988,-0.3254676747334261,0.6841054006142956,0.6234445810616303,0.2395062159228275,0.0,0.0,0.0
NN192-2,APP (A4; ABPP; Amyloid beta),P05067,Pan-specific,545.0,484.8333333333333,455.0,373.1666666666667,0.24831804281345563,0.05672052251632864,0.27985347985347986,0.21676343605776385,0.21614907443279122,0.32645460743515714,-0.031079138029692126,0.4236691595138004,0.1297389675209479,0.9156083106441565,0.0,0.0,0.0
NN192-3,APP (A4; ABPP; Amyloid beta),P05067,Pan-specific,532.3333333333334,692.0,1189.1666666666667,1164.6666666666667,0.17011062408682942,0.25337186897880537,0.08787666433076384,0.6432932646441519,0.21614907443279122,0.32645460743515714,-0.031079138029692126,0.4236691595138004,0.1297389675209479,0.9156083106441565,0.0,0.0,0.0
NN192-4,APP-3,P05067,Pan-specific,4416.833333333333,5011.666666666667,5481.5,5348.5,0.1553274719192986,0.24853120496619,0.11836784335188055,0.23959988781901467,0.21614907443279122,0.32645460743515714,-0.031079138029692126,0.4236691595138004,0.1297389675209479,0.9156083106441565,0.0,0.0,0.0
NN194-1,APP (A4; ABPP; Amyloid beta),P05067,Pan-specific,5375.166666666667,5815.666666666667,4310.333333333333,4228.166666666667,0.11356753795747933,0.39683995338262545,0.41840022684504935,0.1638745450484187,0.21614907443279122,0.32645460743515714,-0.031079138029692126,0.4236691595138004,0.1297389675209479,0.9156083106441565,0.0,0.0,0.0
PN808,APP (A4; ABPP; Amyloid beta),P05067,T743,15900.0,15880.166666666666,14719.333333333334,11868.0,0.13465408805031445,0.13630559432975445,0.08970816915017288,0.11987417144141109,-0.0018007114726082748,-0.11131443504367221,-0.3106354985351409,0.9900557886698405,0.40603424532492016,0.02534949439881597,0.0,0.0,0.0
PN809,APP (A4; ABPP; Amyloid beta),P05067,Y757,13889.333333333334,10580.0,10643.166666666666,8754.666666666666,0.2837269207385364,0.2576244486452426,0.19607781727451626,0.0891334145598538,-0.39263772638313804,-0.3840498933540951,-0.2818033061786067,0.2396629664812352,0.22895838770061216,0.19179949499495286,0.0,0.0,0.0
KAP-PK011,PKCg (PRKCG),P05129,T514,2825.3333333333335,2578.8333333333335,1963.1666666666667,2676.3333333333335,0.1170756646216769,0.22936728494797387,0.3509069813509919,0.39332419977581273,-0.1317025503655892,-0.5252384287205002,0.44707515442175955,0.5474834807376325,0.06205053212222065,0.3020449729916144,0.0,0.0,0.0
44-965,PKCg (PRKCG),P05129,T655,2066.0,2570.3333333333335,2886.8333333333335,1579.1666666666667,0.1945788964181994,0.34470237323304365,0.16148028404826512,0.18476693051890938,0.3151152130617049,0.48264756410375226,-0.8703243757441516,0.37316137298400903,0.021688832604096705,0.0010217240607539543,0.0,0.0,0.0
9261L,Jun,P05412,S63,4772.0,5464.0,2133.0,4068.5,0.09737356803576418,0.576256710590532,0.24128770120331303,0.15435664249723485,0.14012616909068776,-0.4405141491231688,0.10162248199532048,0.6492580121516107,0.047620596932457016,0.006565991626996376,0.0,1.0,0.0
PN557,Jun (c-Jun),P05412,S63,13849.0,14688.333333333334,16823.333333333332,10154.333333333334,0.16590848918092763,0.1257838798744279,0.08002113466745926,0.0962697917692501,0.14012616909068776,-0.4405141491231688,0.10162248199532048,0.6492580121516107,0.047620596932457016,0.006565991626996376,0.0,1.0,0.0
sc-822,Jun (c-Jun),P05412,S63,90.33333333333333,635.5,108.33333333333333,255.33333333333334,0.18204182041820416,0.5095725150799896,0.1558974358974359,0.45082680591818974,0.14012616909068776,-0.4405141491231688,0.10162248199532048,0.6492580121516107,0.047620596932457016,0.006565991626996376,0.0,1.0,0.0
PN613,Jun (c-Jun),P05412,T239,1313.6666666666667,1239.6666666666667,1635.1666666666667,1468.0,0.21534297555611948,0.2109886170117415,0.10810994461998434,0.3035876475930972,-0.08364700152584607,0.31583844318834214,-0.155585723761807,0.7396556778410676,0.11779257475879294,0.5371463331578319,0.0,0.0,0.0
NK133-2,PKCb (PRKCB1),P05771,Pan-specific,238.33333333333334,285.1666666666667,254.0,363.6666666666667,0.39207459207459205,0.4599649327878433,0.4094488188976378,0.327528261533761,0.9174159193267692,-0.5541633452880033,1.1663353225741808,0.12316515645288463,0.10992390770364088,0.1962922856431819,1.0,0.0,1.0
sc-209,PKCb (PRKCB1),P05771,Pan-specific,985.1666666666666,3272.5,661.6666666666666,944.1666666666666,0.49044154965318904,0.44247517188693664,0.2837951301427372,0.425654604295381,0.9174159193267692,-0.5541633452880033,1.1663353225741808,0.12316515645288463,0.10992390770364088,0.1962922856431819,1.0,0.0,1.0
sc-210,PKCb2 (PRKCB2),P05771,Pan-specific,1053.1666666666667,1225.1666666666667,641.0,3004.5,0.1289761038138946,0.466195075499932,0.32969318772750905,0.41171575969379265,0.9174159193267692,-0.5541633452880033,1.1663353225741808,0.12316515645288463,0.10992390770364088,0.1962922856431819,1.0,0.0,1.0
PK765,PKCb (PRKCB1),P05771,S661,3353.8333333333335,4752.833333333333,2533.6666666666665,10106.833333333334,0.16273252828438436,0.35777489450736993,0.5382625093189494,0.1252178119314215,0.5029768149769062,-0.17933677308546725,1.7707849148610155,0.217002601643584,0.5956823760818006,3.8325254940972186e-05,0.0,0.0,1.0
PK766,PKCb (PRKCB1),P05771,T500,2679.1666666666665,4566.0,3904.3333333333335,3311.8333333333335,0.3245204769310524,0.3751642575558476,0.32727169242152593,0.2985925888648448,0.7691465278431857,0.5432918968519589,-0.23744615694901455,0.0885182912349041,0.13996246294306672,0.49018309984734754,0.0,0.0,0.0
PK951,InsR,P06213,Y1185,4525.666666666667,2622.8333333333335,3779.1666666666665,3761.5,0.1997495764896516,0.11035563745737222,0.16261668504226387,0.29979174974522577,-0.7870041931335316,-0.26006218337535275,-0.006760054554677448,0.008674240191016171,0.22610180057644244,0.9795995246429796,0.0,0.0,0.0
PK663,InsR (IR),P06213,Y1189,2287.6666666666665,4710.833333333333,5206.0,4263.333333333333,0.46753120598377773,0.3881478860781886,0.38513253937764125,0.4888975762314309,1.0421054371991951,1.1862984577816844,-0.2881934533562691,0.05806050283141938,0.04436832753300309,0.543924368662756,0.0,1.0,0.0
PK952,InsR,P06213,Y1361,7015.333333333333,11090.833333333334,8812.5,7723.666666666667,0.09707307801957617,0.32897037092694165,0.24493617021276592,0.28121358594795215,0.660784209336249,0.3290396973174327,-0.1902654497264878,0.08218580978726757,0.1484428417905614,0.4761799910962202,0.0,0.0,0.0
PK679,Lck,P06239,Y192,4816.833333333333,6281.166666666667,9590.666666666666,7866.5,0.4049917534572045,0.39364590796118915,0.3072315677278836,0.48886628954003264,0.3829475445471085,0.993546097111512,-0.28590921552701914,0.4069843837363676,0.025937201946595035,0.5007932901804888,0.0,0.0,0.0
PK680,Lck,P06239,Y263+Y264,3976.5,3129.5,3325.5,3814.6666666666665,0.19099710800955616,0.10363742876923894,0.04811306570440536,0.10083886752883608,-0.34556699464453594,-0.2579278999999518,0.19798572601356343,0.08743473764568412,0.15918004705240127,0.060407983926091716,0.0,0.0,0.0
PK903,Lck,P06239,Y394,2086.0,2098.0,1853.1666666666667,3820.6666666666665,0.13678491530840522,0.3285668891007309,0.06772191743861858,0.15421974059210145,0.008275520057501939,-0.1707465202266491,1.0438317579015326,0.97855918701656,0.2362148970668188,0.0015668517253051015,0.0,0.0,1.0
AP7709a,Fyn,P06241,Pan-specific,1705.5,1620.5,1275.6666666666667,1308.0,0.10837486563080233,0.22081662038465497,0.19693406497691837,0.14220183486238533,-0.06225642899380936,-0.1795249007967167,-0.2586931298680272,0.6893115877189282,0.3359934415407246,0.42435214024011536,0.0,0.0,0.0
NK065-2,Fyn,P06241,Pan-specific,1769.3333333333333,1708.1666666666667,1844.3333333333333,1256.6666666666667,0.12521979402160263,0.08124369857221841,0.10416290137960116,0.1824049513704686,-0.06225642899380936,-0.1795249007967167,-0.2586931298680272,0.6893115877189282,0.3359934415407246,0.42435214024011536,0.0,0.0,0.0
sc-16,Fyn,P06241,Pan-specific,207.83333333333334,514.0,246.83333333333334,781.8333333333334,0.38225073509756746,0.3878080415045395,0.20886788206166998,0.17160520144958427,-0.06225642899380936,-0.1795249007967167,-0.2586931298680272,0.6893115877189282,0.3359934415407246,0.42435214024011536,0.0,0.0,0.0
PK901,Fyn,P06241,T12,4275.0,8552.166666666666,8289.666666666666,7981.333333333333,0.13598440545808965,0.3271165851408675,0.16944790703285217,0.5001670564650852,1.0003655489193746,0.9553896711054258,-0.05468431298910355,0.026005581819478613,0.0007664552002587168,0.8894419533503818,1.0,0.0,0.0
PK644,Fyn,P06241,Y213+Y214,1614.6666666666667,1625.0,1451.3333333333333,1622.6666666666667,0.18304431599229287,0.10605128205128206,0.468151890981473,0.2660230073952342,0.009203353830006658,-0.15385745750612237,0.16098776052552183,0.9544904558427474,0.6727195528253753,0.6826817694176579,0.0,0.0,0.0
PK881,Fyn,P06241,Y420,10239.833333333334,8512.666666666666,6901.833333333333,7219.166666666667,0.22303965450826566,0.490275928681442,0.11554095932642694,0.11093154796259953,-0.26650918922245165,-0.5691406929252283,0.06485267570958217,0.5003367405139605,0.0397077646822552,0.599384339956023,0.0,0.0,0.0
PK645,Fyn,P06241,Y531,4071.1666666666665,3938.8333333333335,5196.666666666667,4594.833333333333,0.2012936504687436,0.30216223077899546,0.26651699807568957,0.20561742053272392,-0.04767391171961642,0.3521442380239995,-0.1775739900748174,0.8604822654768773,0.19906799637231215,0.484902114583065,0.0,0.0,0.0
PN724,Rb (RB1),P06400,S249+T252,1628.3333333333333,2083.0,1417.0,2984.0,0.35414534288638694,0.2278764602336374,0.2255939778875559,0.34673815907059874,0.1673992075534836,-0.3884238735691447,1.0744077773372191,0.6494519427249903,0.16184759019691453,0.18521374506183497,0.0,0.0,0.0
PN847,Rb (RB1),P06400,S807+S811,22597.166666666668,14394.0,14063.166666666666,15146.5,0.10078943033664496,0.38110786901949883,0.10951777100937438,0.14928641380296878,-0.6506743289894161,-0.6842204033144647,0.10706297016864474,0.030373297908864873,0.000175336414413453,0.46027770264583634,0.0,0.0,0.0
PN978,RB,P06400,T373,3786.0,3509.0,5248.333333333333,5159.5,0.22829723542877267,0.18115322504037237,0.1961469249497195,0.4406757760764932,-0.10961446330153864,0.4711849405979108,-0.024628088795594413,0.6122369809516669,0.07527911367357829,0.9482180229286662,0.0,0.0,0.0
AHZ0122,CDK1 (CDC2),P06493,Pan-specific,376.8333333333333,714.1666666666666,415.0,557.0,0.41972578505086244,0.4152469856087126,0.27710843373493976,0.22980251346499103,0.04278363058162321,0.48091872590775064,-0.7294358375300665,0.1764265796750639,0.006336606289551445,0.003979438255198686,0.0,1.0,1.0
NK025-4,CDK1 (CDC2),P06493,Pan-specific,1503.3333333333333,2130.6666666666665,3590.0,1724.5,0.5382113821138211,0.4373696287025448,0.17836583101207057,0.3179665603556587,0.04278363058162321,0.48091872590775064,-0.7294358375300665,0.1764265796750639,0.006336606289551445,0.003979438255198686,0.0,1.0,1.0
NK025-7,CDK1 (CDC2),P06493,Pan-specific,6075.333333333333,4548.5,4955.333333333333,3752.6666666666665,0.08392772230147409,0.19684144956212676,0.07399434952240011,0.14860543613430452,0.04278363058162321,0.48091872590775064,-0.7294358375300665,0.1764265796750639,0.006336606289551445,0.003979438255198686,0.0,1.0,1.0
sc-54,CDK1 (CDC2),P06493,Pan-specific,424.3333333333333,733.0,322.3333333333333,863.8333333333334,0.22623723487824043,0.37016825829922695,0.4312306101344365,0.47372821403305676,0.04278363058162321,0.48091872590775064,-0.7294358375300665,0.1764265796750639,0.006336606289551445,0.003979438255198686,0.0,1.0,1.0
sc-954,CDK1 (CDC2),P06493,Pan-specific,465.1666666666667,524.8333333333334,452.6666666666667,1093.5,0.3327361758031769,0.3515401714830105,0.44918998527245946,0.4685261393080323,0.04278363058162321,0.48091872590775064,-0.7294358375300665,0.1764265796750639,0.006336606289551445,0.003979438255198686,0.0,1.0,1.0
2543,CDK1,P06493,T14,89.66666666666667,,68.0,,0.2664188351920694,,0.38235294117647056,,0.22499397885784372,0.6826130342229633,-0.7602774093781378,0.6567457480319532,0.11115044431974846,0.027043937861285047,0.0,0.0,0.0
PK559,CDK1 (CDC2),P06493,T14,7031.166666666667,8217.833333333334,11285.333333333334,6662.666666666667,0.6274760787288343,0.32390938406311476,0.15388705103969752,0.4257554532719632,0.22499397885784372,0.6826130342229633,-0.7602774093781378,0.6567457480319532,0.11115044431974846,0.027043937861285047,0.0,0.0,0.0
PK560,CDK1 (CDC2),P06493,T14+Y15,8121.666666666667,9181.0,9378.833333333334,10236.333333333334,0.07404063205417606,0.24296554478451873,0.1453035499558699,0.28772238323184296,0.17687548470609443,0.20763265520240506,0.1262186557947519,0.43313086695708436,0.139613352175172,0.6177841932819825,0.0,0.0,0.0
11134,CDK1 (CDC2),P06493,T161,5649.333333333333,,5216.0,,0.2292109196758713,,0.416538854805726,,0.4136405754827835,0.628164291462657,-0.21340960424860314,0.08087670099591797,0.02997958555246335,0.5267411192313909,0.0,0.0,0.0
PK561,CDK1 (CDC2),P06493,T161,3401.1666666666665,4530.5,5256.833333333333,4534.0,0.0670684895705722,0.23602987161093328,0.2167126385762447,0.41376268195853555,0.4136405754827835,0.628164291462657,-0.21340960424860314,0.08087670099591797,0.02997958555246335,0.5267411192313909,0.0,0.0,0.0
